Location,Business name,Star Rating,Address1,Address2,Town Country,Zipcode,Phone,Source URL
Merseyside,EPIC Apart Hotel - Seel Street,4.0,25-27 Seel St,,Liverpool,L1 4AU,+44 151 709 1719,https://www.google.com/travel/hotels/Merseyside/entity/ChkIosyhsrm1uaztARoML2cvMXBwMnRfbDJ6EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CDcQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQ7gk
Merseyside,Travelodge Southport,4.1,Garrick Parade,,Southport,PR8 1RN,+44 871 559 1862,https://www.google.com/travel/hotels/Merseyside/entity/ChkIlo-5mP_vsP0GGg0vZy8xMWI1cGtrMGZyEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CGUQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQ7gk
Merseyside,"The Sandon Hotel, Pub and Function Suites",4.4,166-182,Oakfield Rd,Liverpool,L4 0UH,+44 151 286 9623,https://www.google.com/travel/hotels/Merseyside/entity/ChgImtzK76bAiP_EARoLL2cvMXdiZnp5dG4QAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CE8QyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQ7gk
Merseyside,May's House,4.0,102 Mill St,,Liverpool,L8 5UD,+44 151 708 5444,https://www.google.com/travel/hotels/Merseyside/entity/ChgIuKb9lLy72tF5GgwvZy8xMnZ0c3NrMWIQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CH8QyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQ7gk
Merseyside,EPIC Apart Hotel - Duke Street,4.1,75 Duke St,,Liverpool,L1 5AA,+44 151 709 1719,https://www.google.com/travel/hotels/Merseyside/entity/ChoIrpXE4fWY--H5ARoNL2cvMTFiNzNqdnp6NBAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CJUBEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAEO4J
Merseyside,York Street Studios,4.2,7 York St,,Liverpool,L1 5BN,+44 151 318 5840,https://www.google.com/travel/hotels/Merseyside/entity/ChkIoM3pt6CWoptEGg0vZy8xMWg0djhxX3g2EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CK0BEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAEO4J
Merseyside,Mere Brook House,4.8,Thornton Common Rd,Thornton Hough,Wirral,CH63 0LU,+44 7713 189949,https://www.google.com/travel/hotels/Merseyside/entity/ChcI063AgO3Gtus3GgsvZy8xdHl6eWpmNRAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CMUBEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAEO4J
Merseyside,The Print Works Apartments,4.2,56 Henry St,,Liverpool,L1 5BS,+44 151 706 0531,https://www.google.com/travel/hotels/Merseyside/entity/ChcInpXMjbyQ67R3GgsvZy8xdHZ5bDlnbhAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CNsBEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAEO4J
Cheshire,Hillcrest Hotel,3.7,Cronton Ln,,Widnes,WA8 9AR,+44 330 058 3858,https://www.google.com/travel/hotels/Merseyside/entity/ChgIn_3a2_DTwoSqARoLL2cvMXRkaDNkZHMQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CPMBEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAEO4J
Merseyside,Breeze Guest House,4.7,237 Hawthorne Rd,,Bootle,L20 3AW,+44 151 933 2576,https://www.google.com/travel/hotels/Merseyside/entity/ChgI05SYwuid-8n6ARoLL2cvMXRjeHA2Ym4QAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CIkCEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAEO4J
Merseyside,Travelodge Liverpool Stonedale Park,3.9,E Lancashire Rd,,Liverpool,L11 9DH,+44 871 984 6437,https://www.google.com/travel/hotels/Merseyside/entity/ChgIvOrpkNXzwJ7TARoLL2cvMXR2eWw5aDQQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CAsQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQuAs
Merseyside,Bliss Hotel Southport,4.3,Waterfront,Promenade,Southport,PR9 0DZ,+44 1704 516220,https://www.google.com/travel/hotels/Merseyside/entity/ChcI1sTUkpH9yM99GgsvZy8xdGdrMDU0OBAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CCUQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQuAs
Merseyside,International Inn,3.9,4 S Hunter St,,Liverpool,L1 9JG,+44 151 709 8135,https://www.google.com/travel/hotels/Merseyside/entity/ChYIzoW__fSWms0bGgovbS8wMnF4anlyEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CD8QyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQuAs
Merseyside,Travelodge Liverpool Edge Lane,4.1,Innovation Park,Edge Ln,Liverpool,L7 9NJ,+44 871 984 6546,https://www.google.com/travel/hotels/Merseyside/entity/ChkIgPyextaV3fVMGg0vZy8xMWZodG5iaGxjEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CFcQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQuAs
Merseyside,CityStop Apartments Wood Street,4.2,87 Wood St,,Liverpool,L1 4HR,+44 151 329 3700,https://www.google.com/travel/hotels/Merseyside/entity/ChoIl6DroJ3z2NbSARoNL2cvMTFoMHZyOWNodBAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CG0QyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQuAs
Merseyside,The Suites Hotel & Spa Knowsley - Liverpool by Compass Hospitality,4.2,Ribblers Ln,Liverpool,Prescot,L34 9HA,+44 151 549 2222,https://www.google.com/travel/hotels/Merseyside/entity/ChgImZCH_9Pnr7T2ARoLL2cvMXRkZDR0YmMQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CIEBEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAELgL
Merseyside,The Bold Hotel,4.3,583 Lord St,,Southport,PR9 0BE,+44 1704 532578,https://www.google.com/travel/hotels/Merseyside/entity/ChcIgc-RqOOUxYwdGgsvZy8xdnE3NGQ5ehAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CJcBEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAELgL
Merseyside,Travelodge Wallasey New Brighton,4.2,Marine Point,King's Parade,Wallasey,CH45 2PB,+44 871 984 6476,https://www.google.com/travel/hotels/Merseyside/entity/ChkIjM_Y2er_g7ONARoML2cvMTFnenI4YzFtEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CK0BEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAELgL
Merseyside,ANFIELD ROAD Euro Hostel,2.3,Anfield Rd,Anfield,Liverpool,L4 0TE,+44 7810 100900,https://www.google.com/travel/hotels/Merseyside/entity/ChgI35zh5PiBoYwOGgwvZy8xcHAydmo1bjQQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CMcBEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAELgL
Merseyside,Lord Street Apartments,,435-437 Lord St,,Southport,PR9 0AQ,+44 1565 740740,https://www.google.com/travel/hotels/Merseyside/entity/ChkI-87li_Xf75oUGg0vZy8xMWg3N3BybnN2EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CPMBEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAELgL
Merseyside,The Royal Hotel,4.4,Marine Terrace,Waterloo,Liverpool,L22 5PR,+44 151 928 2332,https://www.google.com/travel/hotels/Merseyside/entity/ChcI4Oiaksfh2JZOGgsvZy8xdGN0d3p5ZhAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CN0BEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAELgL
Merseyside,Gateway Lodge,4.8,1 Speke Church Rd,Speke,Liverpool,L24 3TA,+44 151 284 4801,https://www.google.com/travel/hotels/Merseyside/entity/ChgIi6zE7fWn5LDWARoLL2cvMXRmYjYycjYQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CIkCEMr3BGoYChMImM3l1tr47gIVAAAAAB0AAAAAELgL
Merseyside,Liverpool Party Pad,3.4,2 Christopher St,,Liverpool,L4 4AZ,+44 7752 785255,https://www.google.com/travel/hotels/Merseyside/entity/ChoIqLSDsqyy7rj2ARoNL2cvMTFneHdjdDFjahAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDR0EwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CAsQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQgA0
Merseyside,Hotel Mercure St Helens,3.7,Linkway W,,Saint,WA10 1NG,+44 1744 453444,https://www.google.com/travel/hotels/Merseyside/entity/ChgIrLrhs96pxYZyGgwvZy8xcHAydHltdmQQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDR0EwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CBsQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQgA0
Merseyside,Base Serviced Apartments - Duke Street,4.3,136 Duke St,,Liverpool,L1 5BB,+44 151 702 9222,https://www.google.com/travel/hotels/Merseyside/entity/ChkIkLr1ofP7sO4sGg0vZy8xMWNtNGM3ZzR2EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDR0EwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CDEQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQgA0
Merseyside,Trivelles Seaforth,3.6,54 Linacre Rd,Bootle,Liverpool,L21 6NT,+44 151 287 3156,https://www.google.com/travel/hotels/Merseyside/entity/ChoIqIbI7srr2MDqARoNL2cvMTFkeGYyOGZ4aBAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDR0EwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpVCjcSMzIlMHg0ODdhZDc4MzdlZDU2NzczOjB4ODY2MWQ1ZmExZGNlOTIwMjoKTWVyc2V5c2lkZRoAEhoSFAoHCOUPEAMYCRIHCOUPEAMYChgBMgIIAioPCgsoAUoCIAE6A0JEVBoA&ved=0CEkQyvcEahgKEwiYzeXW2vjuAhUAAAAAHQAAAAAQgA0
