name,title,stars,review
Charles P. Bennett,They are already weak.  Don't waste your money,2.0 out of 5 stars,I got them at the end of December and they are already showing at the bottom of the yellow range on my meter 4 months later. I will never buy this brand again.
Amber,Don’t waste money.,1.0 out of 5 stars,The worse batteries ever. They arrived and they were either dead and dying. Could not use any of them and my son started throwing them away so couldn’t even return this horrible product.
aardvark,AARDVARK,5.0 out of 5 stars,GREAT
Andrea,Works great,5.0 out of 5 stars,These batteries work great! I haven’t had a problem with them. They last just as long as any other batteries I’ve used.
J&J,AmazonBasics AAA,4.0 out of 5 stars,Good disposable AAA battery. its a good 2 to 1 replacement ratio from name brand. Meaning they usually only last 1/2 as long but when you do a cost break down unless you hit a good sale on name brand its still cheaper.
Amazon Customer,One pack of AAA Batteries in order were expired/stale.,3.0 out of 5 stars,"We love AmazonBasics products, order and use them often. However, this particular order of 2 cellophane packs of AAA Batteries, one pack was stale or expired because they would not power up the small device we put them in and actually were replacing existing AmazonBasics AAA's. The 2nd cellophane pack of AmazonBasics AAA's in that same box worked just fine, as expected and as usual."
M.,These don't last. Don't waste your money.,1.0 out of 5 stars,"I bought these to use in a TI-84 calculator, which takes four of them. I've had this calculator for going on nine years and, prior to purchasing these batteries, had only needed to change them twice. I'm on my third battery swap in six weeks with these. Something's not right."
Timothy J. Clark II,THESE BATTERIES SUCK!!!!,1.0 out of 5 stars,I’m only using these fir my firestick remote. EVERY TWO DAYS.......DEAD!!!! Do not buy i dont care who writes “these are great” THEY ARE LYING!!! 36 batteries literally dead in less than 3 weeks. Weak sauce amazon…weak sauce!!!☠️
Tommy M,All performance no guilt,5.0 out of 5 stars,"These work just as well as premium brands like Energizer, but they're a lot cheaper because you're not supporting a certain mascot's crippling coke habit.Seriously though; these are great quality and an awesome value."
Amanda ,Long lasting.,5.0 out of 5 stars,"Surprised at how long these batteries lasted. Less expensive then more “namebrand” batteries, but lasts just as long."
Harmony knows,lasts 1/2 the time of other brands,1.0 out of 5 stars,Used for battery operated string lights. The Amazon batteries lasted 1/2 the time as Duracell batteries - Don't waste your money
Chris Kaczmarek,Hold up to name brands!,5.0 out of 5 stars,I have found these batteries to hold up well to a Duracell and the value is much better. It’s great to just buy in bulk and have them.
KristeninGR,My go-to batteries,5.0 out of 5 stars,"Quality batteries are so expensive, especially at Christmas when you can run through them like water. These are my go-to batteries... Always a great deal and they're just as good as Duracell."
Mccarthy,Great value.,5.0 out of 5 stars,"They are as good as you can get value wise. They last slighty less than the top brands like Energizer....ect but if you have kids with lots of battery operated toys, this is it for you."
Philipp2,No need to pay top dollar for good batteries anymore.,5.0 out of 5 stars,"Previously, I would only buy name brand batteries since I had a bad experience with some discount store branded batteries.however, after trying these, I will have to say that these performed every bit as good and half the price of the name brand. These are now my #1 go to battery now for AA and AAA batteries."
Jade W,Good Deal,5.0 out of 5 stars,Got this bulk box for use during a camping trip that involved around 8 or 9 lighting devices and three walkie talkies that took 3 batteries each. Four day trip and still got half the box left!
Elisa Tapia,Great for the price!,5.0 out of 5 stars,"I ordered these because they're much cheaper than I would get them in store. I've used the AA of the same type and brand before and had good experience with them so I hope these last as long. So far they've been working well and none have died yet, so I think they will last as long as the AA ones.I recommend these because the price is GREAT."
Adnan Haq,Not long lasting,1.0 out of 5 stars,Dies out very quickly. Some that were newly packed didn’t work at all.
heather,Great value for techies!,5.0 out of 5 stars,"These are a great value! I will never buy batteries anywhere else again!Update** April 6, 2019- Not sure if they changed manufacturers, but my most recent batch has only been lasting 3-4 days in my LED lights. My other batches have last a week. Disappointed. May not purchase again."
Lady Q,Great for all FireStick Products,5.0 out of 5 stars,I tried to put other AAA batteries into my FireStick and magically only these worked right away without any problems. I believe they last about a year in the remote. Haven't used them in anything else but the remote.
bill henry dillard,Will have to find a better quality battery,1.0 out of 5 stars,Went to finally use them as I order just before I run out and Amazon basic batteries have been great Till Now!!! These AAA batteries run dead in moments!!! Very dissatisfied as they were the best and all the other batteries sold by others are usually out dated but sold on here anyways...
Allan Quiros,Worth it,5.0 out of 5 stars,I like them. They are an inexpensive way to buy batteries. And to be honest they last quite a bit. Totally worth it
ppinky143,low price But!!!!,3.0 out of 5 stars,these were less is cost. I don't know if they lasted any longer than Duracell. I use light up lights for my dog to see at night.
Kerri Bears,You won’t be disappointed,5.0 out of 5 stars,Great value for your money. I keep these on hand for all the kids toys that don’t come with batteries. They last a long time and are very cost effective
Mr Reno,Great value for the price.,5.0 out of 5 stars,Some of the batteries don't Last longI would 85% of them last the normal time. I use them in everything that takes a triple A battery.But still a great value for the price.
Asmita g.,"compact packaging, doesn't last very long",3.0 out of 5 stars,"the packaging is really compact, which makes it easier for me to store these batteries, i have been using a couple of these for 2 months of so and didn't last long compare to other batteries I have used in past."
zachary W,longevity,5.0 out of 5 stars,"Buy children's walkie-talkies, children play all day ，battery and still have electricity, cheap, if there is a matching AAA battery together would be better"
Lauren,They work much better than one of their competitors.,5.0 out of 5 stars,"I had IKEA batteries previously, idk if I got a bad batch but they didn't even last a month in my remote. These however are still going strong. I think I'll buy these from now on."
Dynamo713,Great price and they are still going strong.,5.0 out of 5 stars,"I have a lot of electronics that require AAA batteries (baby toys mostly and of course tv remotes) , so decided to save some money and went with this.It's been a few weeks and the batteries are still going, just imagine two 12 month babies playing with toys that make sounds and lights on and batteries are still holding the charge.Even if the batteries didn't last that long, there's plenty of them to swap them for the price you pay."
John,Just as good as name brand,5.0 out of 5 stars,I use these batteries in just about everything. They are a great value and are just as good if not better than the name brand alternatives.
0003-b,Buy any other brand,1.0 out of 5 stars,"Batteries do not last long in any device we have (amazon remote, flashlights, motion sense pantry light). Batteries are also prone to leak. We burned through the full box of 36 very quickly. Spend a little more and get Rayovac or leading brand. These are not a good value. Very very cheap batteries."
Josie,Good value,5.0 out of 5 stars,Great. Very affordable. It's cheaper than dollar Shop. Kids have lots of toys and need lots of batteries. And it's very durable.
skuttlebutt,Good,5.0 out of 5 stars,Haven’t used enough yet to see how long they will last but great value for your money. Cheaper then bigger store prices
Hokie115,Exceptional value,5.0 out of 5 stars,"Purchased these non-rechargeable batteries to power the numerous kids Christmas toys. They seem to have similar longevity to name brand, so these are exceptional value at this price point."
david marfisi,Not as good as name brand.,1.0 out of 5 stars,"As the old saying goes,you get what you pay for. Price is nice but they don't last like the everready or Duracell ones for a few dollars more. Just ordered another batch of Duracell to replace the Amazon AAA I currently have after repeated replacing the pair of cells in my clip on headlight. I decided it was more cost effective to just get the Duracell batteries that last twice as long."
Timothy Wetherill,ÀZ batteries,5.0 out of 5 stars,"Good decent quality batteries, fine for remotes, walkway lights etc without constant usage IE Gaming gear. Price is half of what is offered at both grocers and hardware stores in our area so go for it. I'll pen this a 5 star purchase after receiving both AA and AAA batteries while trying them out. . Nice packaging as well, easy open with no rollers in the drawer where I store them."
Paul Cohn,Value Value Value,5.0 out of 5 stars,These batteries are just as good as the higher name brand. I always hate having to spend so much on batteries and am so glad that we can now purchase these amazon brands and not spend an arm and a leg
GregoryNP,Ordered wrong ones a second time,1.0 out of 5 stars,When you search AA batteries Amazon shows you both AA and AAA. Watch out when you order. The pictures look similar
Marsha cornella,"Quality, Quanity & Price PERFECT !!",5.0 out of 5 stars,"Great batteries so far ! Cant beat the price and its nice to have the quanity on hand without having to go to the store every time u need a battery, i replaced all the batteries in my remotes and other items that I use this size, gonna get AA also now, shouldn't need batteries for awhile Thanks Amazon !!"
AmazonUser275,"Good value for money, it’s cheap but quality battery.",5.0 out of 5 stars,This is my swims time buying amazon batteries. It’s basic but useful. 10 year shelve life! I would recommend it for everyday home use.
Jeff Y.,Good value for the money,5.0 out of 5 stars,"They’re batteries y’all. If you are always going through batteries, buy these. You get a lot of them for a reasonable price and they last longer than batteries that you might find in some cheaper stores. Worth the buy. I started buying my batteries from Amazon and haven’t bought a battery anywhere else since."
Robert Sheppard,Why pay more,5.0 out of 5 stars,Cheap and seem to last about as long as most the others in the same class. The higher cost name-brand batteries don't justify the increase in cost. Great value.
Amazon Customer,Lost a customer,1.0 out of 5 stars,DO NOT ORDER!!! Have been ordering these batteries for years however they’ve changed drastically. They last not even half the time now. DO NOT ORDER!!
Laura,Spend the extra to get a trusted battery,1.0 out of 5 stars,These batteries are pretty much garbage. I needed them for a label maker for my business. I have put in batteries right out of the package and the machine won’t turn on. Put in other brands of batteries and the label maker works fine.
Becky Algarissi,perfect to add to cart when you buy something that needs batteries,5.0 out of 5 stars,"i ordered these because i ordered mini lights that needed batteries, it was easy and simple to just click and add to my cart and they arrived together with the item that needed batteries."
Corey Hayes,Great battery's,5.0 out of 5 stars,"Best pack of battery's for the price. They last long and work for all of the toys, remotes, controllers, and etc."
Somebody,Sucks because when I ordered AA batteries from the Amazon ...,1.0 out of 5 stars,Arrived and maybe only 1/3 of the batteries actually worked. The ones that did not work have little juice to them or some are just dead.Sucks because when I ordered AA batteries from the Amazon brand a while back they worked amazing and were of great price. These are cheap but when you factor in how many of them you can actually use this was not a cheap buy at all.
smithy1965,Longevity is not there,1.0 out of 5 stars,Do not buy the Amazon batteries. They do not last more than a month. You think it is a good price but you will go through them like crazy. Spend the extra and get a better quality product.
Arif Choudhry,20 batteries lasted for a couple of hours only.,2.0 out of 5 stars,"i purchased them for kids walkie talkie, each of them take 4 batteries. Each walkie talkie would give battery emplty sign in less than 30 minutes of kid's use i ended up using all 20 of them in couple of hours. May be it was walkie talkie taking too much of a power! i returned them as well"
L. Machak,exactly what you're hoping they'll be,5.0 out of 5 stars,I needed backup batteries in my work truck for multiple tools that take AAAs. They stay in the truck and have lasted a while and work great. I'm very happy with price and performance.
Ciriac George ☑️,Long lasting,5.0 out of 5 stars,Ordered this bad boy about a year back and still have a couple of them left. This is really long lasting. Better than Duracell for sure.
Bin,very good,5.0 out of 5 stars,"I like the packing because it wraps up the batteries and makes it very easy to tuck away in tool box, without worrying about the batteries scatter around in the tool box."
Carissa ,Doesn't work,1.0 out of 5 stars,These batteries came dead on arrival. I placed multiple batteries in multiple devices and none of them worked !
GrandmaOfTwo,Great batteries for my tv remote.,5.0 out of 5 stars,"These batteries by Amazon Basic are one of my go to brands ever since my mom gave me some she had for my remote to my tv. Now I buy my own, but they are a really good value and I will continue to buy these until they prove otherwise."
Christi C.,Never disappointed!,5.0 out of 5 stars,I never purchase anything but Amazon batteries anymore and I've never had a problem with them. Highly recommend.
S. L. Peterson,Battery acid!,1.0 out of 5 stars,"I thought I'd give these batteries a try, mostly in the headlamps I use for camping. The batteries showed up today with a leak in one. The cardboard box they were shipped in contained the leak, I'm happy to say.All things considered, I guess it was a lucky leak - that could have happened while out camping, and rumor on the street is that drizzled battery acid in the eyes can be difficult to treat in the wilderness.On the other hand, Amazon's return/refund feature was painless."
gina Fritsche,Good battery,5.0 out of 5 stars,"Good battery for the money. Works for toys, remotes controllers etc. We have had no issues with them. They last!"
Brandon Korsen,"They work, they're cheap, and they're reliable.",5.0 out of 5 stars,"I've used these batteries for quite a few camping trips where the battery life is important, and they stand up to the test of time on my end. Price per battery compared against the competitors can't be beat. Quality seems great, and I have noticed no leaking or particles. I keep coming back for more."
Timothy J Truttschel,Great batteries for the price,5.0 out of 5 stars,Great long lasting batteries for less than the “name brand” ones! Will only buy the “Amazon basics” from now on!
Marc,Why are they screaming? (AAAhhh),5.0 out of 5 stars,Nice bulk of batteries. Just make sure you’re paying attention when ordering so you don’t accidentally order the wrong size of A’s... like I did. 🤦🏼‍♂️
Miss Rose,Batteries test 100%,5.0 out of 5 stars,"Because of recent reviews on this item, I randomly tested a half dozen batteries in the 100-pack I ordered. Each was full to the very top of the meter, in contrast to the name brand batteries that I usually buy. I don't know if they leak or drain more quickly. All I know is that the ones I've tested were 100%."
Julio A. Martin,Good Value!,5.0 out of 5 stars,First thing I wanted to make sure is these were alkaline batteries once I saw they were it was all gravy from there got a good deal on these and they last pretty good for the price I paid.
Shani,Don’t buy these,1.0 out of 5 stars,These things suck. They don’t even last a week. I’ve replaced the batteries in my fire stick 3 times now and the remote will work for the first few days then it won’t. Won’t buy again and don’t recommend.
Rudy Costa,Discharged. Batteries useless.,1.0 out of 5 stars,Batteries were delivered discharged. Amazon sent a replacement. I found out later that the replacement were also discharged. Disappointed. Do not buy.
Terri Kincaid,why pay more,5.0 out of 5 stars,if your house is like mine you go through batteries like crazy. These are a great price and allows me to keep the AAA & AA size on hand at all times. Sure used a bunch for the grandkids this Christmas. I will keep an eye on when these go on sale and keep my house stocked
greg baroody,Longevity and Value Excellent,5.0 out of 5 stars,Amazon batteries are great! We use them for everything. The longevity definitely wins over the other brand and the value for your money is definitely worth it.
Jessbell8705,Just as powerful as a name brand battery.,5.0 out of 5 stars,For the price you cant get better. They last just as long as the top brand batteries. There just as powerful too. I wont buy any other battery now.
babyboomer,Good product from Amazon,5.0 out of 5 stars,"I was tired of buying Duracell batteries only to have them start leaking and have to be thrown away even before I could use them at all. So far, these batteries have not leaked at all. I do believe that wrapping them as they are in just a few at a time has helped keep moisture from seeping into them. I have no complaints thus far with them."
SMCNY,No. Nope. Amazon should produce a better product!,2.0 out of 5 stars,Noooooo.Don't last long at all.For company as large as Amazon they should produce a BETTER BATTERY!
michael d.,Great value and last a long time,5.0 out of 5 stars,These batteries last as long as name brand batteries for a lot less price. They hold up well and are well made
Fred Gilbert,ANGRY. DON'T BUY!,1.0 out of 5 stars,ANGRY. DON'T BUY! Bought 2 packages of AAs and one of AAAs.They lasted about a week and a half. WILL BE CALLING AMAZON.AND I USE THEM IN ALL SORTS OF THINGS. Won't buy again.😠
Matthew P,Equal to name brand competitors,5.0 out of 5 stars,Preform great at a much better price point. Amazon delivers again on another affordable basic that performs just as well as the name brands.Really like the packaging of sets of 4 wrapped individually such that I dont have a drawer filled with batteries rolling around.
Amanda,Same as Name Brand,5.0 out of 5 stars,We always buy Amazon batteries since they are the cheapest and last as long as normal name brand. Works for us!
Lindsay Maclay,WORST BATTERIES EVER,1.0 out of 5 stars,"These were, by far, the worst batteries I have EVER used. I literally have to change these batteries in my tv remote 3 TIMES A DAY because they die that quickly. DO NOT use these batteries in anything that protects your home, like a smoke detector, or alarm system because they will be dead within minutes of installing them."
Amazon Customer,Good deal.,5.0 out of 5 stars,"A ton of batteries for a reasonable price. Not sure about longevity yet, but not an issue. I'll have backups for a long time."
DOGLOVER,Amazon basic batteries hold up to the test!,5.0 out of 5 stars,My first pack of amazon basic batteries and I am very satisfied. I will definitely buy Amazon basic batteries again.
Ben Larson,Nice,5.0 out of 5 stars,Great batteries for everyday use. They come in a nice box which helps keep them organized. Our go to batteries.
Christina,"Very good price, but there is a battery leaked.",4.0 out of 5 stars,"Very good price, but there is a battery leaked. I think I am going with the costier solution for important devices and these for cheap items. Not sure how long they will last, but you get what you pay for. As long as they get the job done, I will continue to buy."
3badboysmom,Dangerous????,1.0 out of 5 stars,So..... have these in my fire stick and they exploded!!! Be very careful.
Ahrsol,Easy choice,5.0 out of 5 stars,We only buy Amazon brand batteries now. Multiple sizes and types. We like the quality and convenience of them.
John Popp,Great batteries,5.0 out of 5 stars,"Long-lasting, reliable batteries at competitive price. Their packaging is outstanding, making it easy to store a multitude of little contents in minimal space. Typical Amazon superior product."
The Neelys,Seem to not have a very long use life.,4.0 out of 5 stars,Some seem to work longer than others. The price is good for the large amount of product. Hope it was just a fluke.
D. Bergeron,"Hey wow, they are batteries.  But it’s 36 of them.",5.0 out of 5 stars,Just about every device has a remote control that take AAA or AA batteries. I go through 2 or 3 of these packages of these a year. The price makes changing batteries as needed less painful financially.
David,Batteries!!!!!!!!!!,5.0 out of 5 stars,You get a battery and you get a battery and you get a battery!!!!I put it inside devices and they work. YEAH!
John Stokes,these batteries are cheap and plentiful and arrive quickly and you are spared any bewilderment at the store as to which batteries provide the best price to performance ratio,5.0 out of 5 stars,"This is a box of batteries. It appears to be a law of nature that a person either has too many batteries or too few batteries. When this box arrived, I had quite a few batteries. I did not count them but yes, there were lots. If you need a lot of batteries, you can’t go wrong ordering this box. I haven’t rigorously tested these batteries, but I suspect they don’t quite last as long as other commercially available batteries because they are not as elaborately decorated. On the other hand, these batteries are cheap and plentiful and arrive quickly and you are spared any bewilderment at the store as to which batteries provide the best price to performance ratio."
R. Scaffidi,As good as the name brand,5.0 out of 5 stars,"I've been buying these for some time now and I don't see any difference with the name brands, except the cost."
Amanda,Great batteries great packaging.,5.0 out of 5 stars,"Duracell move over. I bought these batteriea to replace all the remotes in my home they get some heavy use, after 4 months they still have barely drained. Also their cardboard flip open packaging is fantastic instead of opening a plastic container with a paper backing they can be put away with out being loose in a drawer."
Bella,GO AHEAD,5.0 out of 5 stars,I see no difference than the name brand the just are a lot cheaper. I have ben buying these for about 2 years now.
JJC,Great value and product,5.0 out of 5 stars,I haven’t bought batteries from a store in years due to these. the size of the product and the quality are perfect. The cost is acceptable as well
Scott Jacobs,Just don't last that long,2.0 out of 5 stars,These batteries are a good deal price wise but just don't last very long at all. My oldtv remote batteries would normally last 6 months or so. I have had to change them almost monthly with these.
Erin Goodell,Great value!,5.0 out of 5 stars,I go through a lot of batteries with work amd all the home gadgets and I really appreciate the value and how long these last!
Christopher and Maggie,Longevity leaves a bit to be desired,4.0 out of 5 stars,"The longevity on these is a bit of a joke, but you get what you pay for."
Marcia,Poor battery  life,1.0 out of 5 stars,"I was so disappointed with the performance of these batteries. I bought them primarily for automated candles. I don't use them daily, maybe four days a week for less than 4 hours and they did not last a month. I went the entire box in less than 2 months. Sorry Amazon, these are no bargain."
B.E.,Good product,5.0 out of 5 stars,"Used in motion stair lights. Lasted about 3 months of continued on/off every time we go up and down the stairs. Cheaper than name brand, but didn't notice a big quality difference. Would buy again."
BobW,There's a reason why these are cheap,1.0 out of 5 stars,AAA batteries do not last long in devices - maybe a month or 2 at best. A lot less than brand name batteries
Ann in NC,Great buy for the money,5.0 out of 5 stars,I change all my batteries in the Spring when we Spring Forward in time. When I was using Dollar store batteries I had to change 2-4 times a year. This is more cost effective.
Rick Wagner,VALUE FOR THE PRICE,5.0 out of 5 stars,The AMAZON BASICS BATTERIES are a great deal as my practice has come to expect from AMAZON! These BATTERIES can hold up just as well as the major brands!Dr Rick Wagner/California
L. Ramos,Professional Quality,5.0 out of 5 stars,I watch tons of videos of professionals working on toes and I wanted the clippers that they use. This is very high quality and doesn't disappoint. They are durable and sharp. Work slowly when using them and clean with rubbing alcohol. I would recommend these with no hesitation.
undertheboardwalk,They're really ok,4.0 out of 5 stars,"These batteries are very ok. They work well in remotes, but if placed in an RC car, or flashlight they die faster than Energizers."
See if you can git to that,Great quality and value,5.0 out of 5 stars,I used to buy bulk batteries from some other 'bargain' sites online when they were available.Had found myself in a jam and needed batteries and the other site didn't have them...took a chance with the AmazonBasics brand and am very happy with the price and quality.I certainly will buy all my batteries with AmazonBasics
Missy,Nice batteries and I like having the box for storage,5.0 out of 5 stars,Nice batteries I like having the box for them that I can put up in the cabinet and they’re there when I need them
Monca27,Santas Little helper’s,5.0 out of 5 stars,I have Santa buy a 100 pack of these for my stocking stuffer every year. I have great value and longevity definitely recommend
CBeck09,AAA batteries,5.0 out of 5 stars,AAA batteries that do AAA battery things. I don’t think they last any longer or shorter than the big names.
L. Spires,Constantly need replacing,1.0 out of 5 stars,"Definitely bummed about these. They hardly last, and I anticipated higher quality from Amazon. Unfortunately I won’t purchase these again, and plan to just spend more on Duracell."
Angela M.,I Will Buy Again,5.0 out of 5 stars,I bought these on a whim. I like most of the Amazon Basics. I wasn't disappointed. They work like any other battery and seem to last just as long.I'll be buying them again.
Dan Ballard,Some don't work,3.0 out of 5 stars,"I use these batteries for motion sensor lights, which require three. Very often the lights quickly stop working unless I replace a battery. Which I then have to throw away. I think about 20% of the batteries are simply duds."
WinstonJones,Do not buy these batteries,1.0 out of 5 stars,"So far, all of the batteries appear to be dead. I have had them about a month and just started using them. Now I see them have lots of bad reviews and complaints of inferior quality compared to the battery product that was produced years before. Very disappointing. I will be seeking a full refund."
Chris,Batteries last 24 hours And it was dead by morning!!!,1.0 out of 5 stars,I put four batteries in a night light globe for my grandson and by morning they were dead!! Wanted to complain to the seller but there’s no options to do that!!
Thelma 1206,great bargain,5.0 out of 5 stars,"Always a good deal. If they come wrapped in plastic, take the plastic off and let the battery acclimate for 30-60 seconds before using. I know this is supposed to only be for zinc batteries like hearing aids use. But I thought my new AAA batteries were dead after unwrapping them. After a while, they came to life. Go figure."
corrine,Great price,5.0 out of 5 stars,They last a long time and buying in bulk takes away the stress of having to go buy batteries for whatever you may need.
Walt,Not as expected,2.0 out of 5 stars,"So far I have used 4 of them, 2 of them were bad."
aliguigui,Good price but not last long,2.0 out of 5 stars,"I use it for my abs stimulator, they totally need 6 AAA batteries, I only have two at home so I order this one. However, even I used old ones earlier, this new ones get low really fast. I am not sure if I get the defective ones or the quality is just like this."
Rachel Fisher,Would not purchase again,2.0 out of 5 stars,I was very disappointed in these batteries. Have bought a few different sizes of them and they do not last long. Have to replace them about every other week.
CatieA,What Can You Say about a Battery that Died?,5.0 out of 5 stars,"I CAN say that I replaced the ""name-brand"" batteries with these, and they're working just fine for a fraction of the price. Enough said!"
April Renn/AprilR,Great batteries!,5.0 out of 5 stars,"I have purchased these batteries several times. One of our go to products. Long lasting, easy storage and value price."
GaffMom,The value you cannot pass up!,5.0 out of 5 stars,These always last a long time for me and have never failed me. Cheaper than the named brands and works just as well if not better!
Rasika Dahanayake,cheap and good,5.0 out of 5 stars,Got this for various electronics in the house. the packaging was good quality and the batteries ae also good quality.
Minisha Prasla,BUY BUY BUY,5.0 out of 5 stars,I have bought name brand ones many times and I was going through them so quick. I have had the same batteries in my remote and it’s still going strong 5 months later.
joseph mitchell,"yes, v. good & yes, hmmm...???",5.0 out of 5 stars,"have previously ordered and these batteries have worked great in the appliance for which we wanted to use them...quality control let us down this time -- in that for this shipment: not only had the box been previously opened... but an individual package had also been opened - as if batteries had been previously used !?!?!?!? however -- great company service response -- therefore, except for the time inconenience... 5 stars !"
mikesoops,strictly only need these for replacement batteries in remote controls,5.0 out of 5 stars,"tv remote. playstation remote, heater remote, fan remote, magic mouse. these batteries worked well in all."
Wes Campbell,Really loving the Subscribe & Save on these.,5.0 out of 5 stars,"They've been great batteries so far, since my wife uses a TI-84 and goes through duracells like no one's business. So, the subscribe and save feature saves me from getting yelled at for not having any batteries in the house, as well as she seems to be getting a bit more juice from them.Definitely recommended, especially if you're currently buying batteries from box stores."
Jazmine,WILL NOT LAST!!,1.0 out of 5 stars,These batteries are NOT GOOD.I just changed the batteries from my LED lights today and they died after about an hour use. Very bad and now I need to get another one.
michael austin,Wisconsin winter strong!,5.0 out of 5 stars,"I didn’t know what to expect, but I can say I am very impressed! These batteries have been working two weeks outside in our lanterns in the cold Wisconsin winter! I am very pleased! Will buy again!"
Ceros,Long life,5.0 out of 5 stars,Batteries came exactly as expected and haven't had any issues with use. Battery life is fairly long and haven't had to replace much after taking out of the box
wheels,not the right amount in packages,1.0 out of 5 stars,"I ordered a 20 pack of AAA batteries. I received two 3 packs. Six batteries in all. I ordered this last year and went to the ""order again"" option. Last year I received the 20 pack. I have another order pending. If it is not a 20 pack, I will return it."
Amazon Customer,Love them!,5.0 out of 5 stars,I found myself buying new batteries every other week and that just couldn't work. I remembered my firestick coming with these batteries and they lasted awhile before I needed to replace them.
Charlie,Xbox perfect,5.0 out of 5 stars,I use these on my xbox and it seems to last longer than the duracell heavy duty ones I usually buy. I will be buying these again.
Henry,Not happy.  Update: My Tv remote is defective.,5.0 out of 5 stars,"I am almost out of batteries, don't know if I have defective batteries but I installed it on my Samsung remote and every month I have to change them out. Not happy.Update: So I just recently found out that my samsung tv remote is a defective device that drains the battery life. The product is good as I have used these batteries with other products recently and they do not drain as fast as I thought."
Richard Ramirez,Good batteries good price,5.0 out of 5 stars,"Something you don't think about, but these AAA batteries seem to go out right when you feel the worse and that remote will more work and the tv doesn't work without the exact remote and AAA batteries cost a good penny. If you get those dollar store ones they will be dead in a day. So just spend that now and stock them up."
KJC Muller,"Very disappointed, leaked & damage resulted.",1.0 out of 5 stars,"I installed these in a (indoor) door alarm sensor, after 11 months one battery leaked and corroded the inside of the switch. The savings from buying these value brand batteries is nothing compared the damage and hassle of loosing my alarm at midnight on a weekend. I won't recommend or buy these again!"
Squishy,Batteries doing battery things,5.0 out of 5 stars,Great value. They are batteries they do battery things. My sons toys needs batteries all the time these work great for my needs.
Ermill,Dead batteries,1.0 out of 5 stars,These were dead when they arrived.
Tom J.,Economical too!,5.0 out of 5 stars,"These compare with brand names for longevity. Ideal for casual everyday use -- flashlights, small electronics, camera."
BaHafe,Don't waste your money!!!,1.0 out of 5 stars,I RARELY write reviews but these batteries SUCK! They were delivered Dec 2 and over half of then have died already. Not what I expected from amazon.
Shaina S,great batteries,5.0 out of 5 stars,I bought these for when the world ends and here we are in 2020 and corona is destroying our infrastructure. thank god I got batteries though.
I am a Geek,Pretty decent,5.0 out of 5 stars,"Work good. Not so sure about the longevity. Didnt seem to last as long as the big brand battery with copper or the one with the rabbit. This is observation, not scientific. By any means."
Iris Vania,Will buy over and over,5.0 out of 5 stars,Great to use with motion sensor lights. They do last a long time. Take it from someone who bought this brand after Hurricane Maria and almost three months with out electricity.
Samantha Skelton,Great value,5.0 out of 5 stars,"We got so many batteries, I was able to replace all the batteries in my sons toys and still have some left over(this is saying a lot). I can’t say anything yet as to longevity, but they work great so far."
Jason Bezos,Why,3.0 out of 5 stars,Why buy products made for Amazon? Buy other brand name until Amazon starts caring and performing better
JA,So disappointed,1.0 out of 5 stars,"I wish I could give these ""no stars"". I should have dug back further through the reviews to see that many people have had problems before buying them. I received the batteries and at least three quarters of the package were dead, while the rest had half power. I will say that Amazon was wonderful and refunded my money without making me send the package back."
Keilah,Don’t buy,1.0 out of 5 stars,Came like expired? I don’t know they were like leaking and they barely worked in anything I put them in.
carla,DANGEROUS LEAKY BATTERIES,1.0 out of 5 stars,Beware: these batteries do not last even a week and explode/leak everywhere. Awful. Returning them now.
Jorge Casowitz,Don't last long,3.0 out of 5 stars,"Shortest lasting AAA's I've ever used. Cheap though, so I guess that's what you get for what you pay. Amazon, how about selling a premium non-rechargeable battery? I bet you could do it and beat the national brands."
Amazon Customer,Nothing in the box,1.0 out of 5 stars,"I received the box in the mail today it felt a little light so I thought that was odd, when I opened it there was NOTHING inside... I mean except the instructions but what am I gonna do with those if I don’t have the batteries......."
deadfall247,That’s a lot of batteries.,5.0 out of 5 stars,Talk about a good value for money spent. Everyone needs batteries so why not buy in bulk. You get a decent life span for the value saved. Totally worth it.
Kevin,Great batteries,5.0 out of 5 stars,"I always love amazon basics products they seem to be the best value. These battery’s hold up strong, last a long time when in use or storage."
Vinny,Long life for the money,5.0 out of 5 stars,"Use these batteries in my remote for t v and also for a small flash light, they have lasted a long, long time, very happy with them, will buy again"
Sarah,Worst batteries ever! They don’t last!,1.0 out of 5 stars,"These are literally the worst batteries I’ve ever used. They last a couple days (If that) in my fire stick remote, which I only use randomly at night. Waste of money!"
Chelsea Easterly,Good quality,5.0 out of 5 stars,"Great quality batteries. I used these for wedding candles for 6 hours, removed them after the wedding and continued to use them throughout the year."
Gbitt.,OK battery for the money,3.0 out of 5 stars,not all that happy with the longevity of the batteries. Some seem to have a better life than others in the same pack.
darkisha,Electronic,1.0 out of 5 stars,Allow though these are priced very low they don’t last that long. You will end up spending more money to buy more batteries that actually work and have longevity.
Kaylee M. Rolko,Great,5.0 out of 5 stars,Great value. These worked great and were a good price. We use a lot of batteries for children’s toys. These lasted about the same amount of time as name brands.
CLCR,Great Value for the Money,5.0 out of 5 stars,Great value for tge money
