Title,Contact,Phone,Email,Website,Address,Hours,URL
Best Used Bobcat & Kubota - Wernersville,Stanley Sensenig,(717) 322-0769,stanleysensenig@gmail.com,https://www.bestusedbobcat.com,"37 E Penn AveWernersville, PA 19565",Sun: closed; Mon: closed; Tue: closed; Wed: closed; Thu: closed; Fri: closed; Sat: closed,https://www.machinerypete.com/store/best-used-bobcat-kubota-wernersville
"Morrow County Grain Growers, Inc. - Wasco",Mike Walker,(541) 442-5781,,http://mcgg.net/,"71025 Old Highway 97Wasco, OR 97065",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/morrow-county-grain-growers-inc-wasco
Holt Ag Solutions - Salem,Sales Department,(833) 381-1228,cscholting@holtags.com,https://www.holtags.com/,"9700 River RD NESalem, OR 97303",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/holt-ag-solutions-salem
Holt Ag Solutions - Madras,Sales Department,(833) 759-0460,cscholting@holtags.com,https://www.holtags.com/,"1650 NW Harris StreetMadras, OR 97741",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/holt-ag-solutions-madras
Campbell Tractor Co. - Burns,Lonnie  McGheley,(541) 293-1040,marketing@campbelltractor.com,http://www.campbelltractor.com,"980 Oregon AveBurns, OR 97720",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/campbell-tractor-co-burns
"Morrow County Grain Growers, Inc. - Lexington",Mike Walker,(541) 989-8221,mikew@mcgg.net,http://mcgg.net/,"350 North Main StreetLexington, OR 97839",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/morrow-county-grain-growers-inc-lexington
Holt Ag Solutions - Banks,Sales Department,(833) 378-1011,cscholting@holtags.com,https://www.holtags.com/,"39595 NW Wilkesboro RdBanks, OR 97106",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/holt-ag-solutions-banks
Holt Ag Solutions - Merrill,Sales Department,(833) 379-1167,cscholting@holtags.com,https://www.holtags.com/,"21875 Stateline RdMerrill, OR 97633",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/holt-ag-solutions-merrill
Campbell Tractor Co. - Ontario,Brian Gale,(541) 275-6955,marketing@campbelltractor.com,http://www.campbelltractor.com,"1775 SW 30th St.,Ontario, OR 97914",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 01:00 PM,https://www.machinerypete.com/store/campbell-tractor-co-ontario
Holt Ag Solutions - Albany,Sales Department,(833) 378-1006,cscholting@holtags.com,https://www.holtags.com/,"30815 Highway 34 SWAlbany, OR 97321",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/holt-ag-solutions-albany
Ag West Supply - Woodburn,Jeff Robischon,(503) 363-2332,Jeff.Robischon@agwestsupply.com,http://www.agwestsupply.com/,"2929 N Pacific HwyWoodburn, OR 97071",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:00 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: closed - 03:00 PM,https://www.machinerypete.com/store/ag-west-supply-woodburn
Ag West Supply - Madras,Jeff Robischon,(503) 363-2332,Jeff.Robischon@agwestsupply.com,http://www.agwestsupply.com/,"36 NW A StreetMadras, OR 97741",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 03:00 PM,https://www.machinerypete.com/store/ag-west-supply-madras
Ag West Supply - Hillsboro,Jeff Robischon,(503) 363-2332,Jeff.Robischon@agwestsupply.com,http://www.agwestsupply.com/,"185 West Main Street ExtHillsboro , OR 97123",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 AM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 03:00 PM,https://www.machinerypete.com/store/ag-west-supply-hillsboro
Ag West Supply - Harrisburg,Jeff Robischon,(503) 363-2332,Jeff.Robischon@agwestsupply.com,http://www.agwestsupply.com/,"230 Sommerville AvenueHarrisburg, OR 97446",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/ag-west-supply-harrisburg
Ag West Supply - Rickreall,Jeff Robischon,(503) 363-2332,Jeff.Robischon@agwestsupply.com,http://www.agwestsupply.com/,"9055 Rickreall RoadRickreall, OR 97371",Sun: closed - closed; Mon: 07:00 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 03:00 PM,https://www.machinerypete.com/store/ag-west-supply-rickreall
United Ag & Turf - South Royalton,Andy Trottier,(802) 763-8082,southroyalton@uatne.com,https://www.unitedagandturf.com,"401 Dairy Hill RdSouth Royalton, VT 05068",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/united-ag-turf-south-royalton
"Walter Implement, Inc. - Odessa",Don  Walter,(509) 982-2644,don@walterimplement.com,https://www.walterimplement.com,"1105 East Dobson RoadOdessa, WA 99159",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 05:00 PM,https://www.machinerypete.com/store/walter-implement-inc-odessa
"Wade, Inc. - Vardaman",Shawn  Snellings,(662) 667-7132,ssnellings@wadeincorporated.com,http://wadeincorporated.com/,"463 Hwy. 8Vardaman, MS 38878",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/wade-inc-vardaman
"Beauregard Equipment, Inc. - Colchester",Sales,(844) 912-3942,carlb@beauregardequip.com,https://www.beauregardequip.com,"28 Jasper Mine Rd.Colchester, VT 05446",Sun: closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: closed,https://www.machinerypete.com/store/beauregard-equipment-inc-colchester
Stotz Equipment - Tremonton,Kyle Holden,(435) 757-2793,kholden@stotzeq.com	,http://www.stotzequipment.com/,"1625 W Main StreetTremonton, UT 84337",Sun: closed - closed; Mon: 08:00 AM - 06:00 PM; Tue: 08:00 AM - 06:00 PM; Wed: 08:00 AM - 06:00 PM; Thu: 08:00 AM - 06:00 PM; Fri: 08:00 AM - 06:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/stotz-equipment-tremonton
S.S. Equipment - Quincy,Gary,(509) 787-3595,gary@sseqinc.com,http://sseqinc.com/,"4939 Hwy. 281 NQuincy, WA 98848",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/s-s-equipment-quincy
"Zimmerer Kubota & Equipment, Inc. - Gainsville",Sales Department,(940) 241-4265,tracij@zkmail.com,http://zimmererkubota.com/,"3218 US-82Gainesville, TX 76240",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/zimmerer-kubota-equipment-inc-gainsville
Valley Tractor & Equipment - Riceville,Ryan Shamblin,(423) 368-3142,valleyequipment.ryan@gmail.com,https://valley-equipment-farm-equipment-supplier.business.site,"3645 Hwy. 11 S.Riceville, TN 37370",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: closed,https://www.machinerypete.com/store/valley-tractor-equipment-riceville
Westbrook Ag Power - Westbrook ,Lincoln  Simonson,(844) 410-0334,sales@westbrookagpower.com,http://www.westbrookagpower.com,"31424 State Highway 30 Westbrook, MN 56183",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/westbrook-ag-power-westbrook
"Wells Equipment Sales, Inc.  - Litchfield",Steve Wells,(517) 542-2376,stevewells@wellsequipmentsales.com,http://www.wellsequipmentsales.com,"534 Homer RoadLitchfield, MI 49252",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 02:00 PM,https://www.machinerypete.com/store/wells-equipment-sales-inc-litchfield
Stotz Equipment - Nephi,Chad  Finch,(801) 520-9036,cfinch@stotzeq.com,http://www.stotzequipment.com/,"2060 W Hwy. 132Nephi, UT 84648",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/stotz-equipment-nephi
Williams Farm Machinery - Charlotte,Sales,(517) 543-4770,spinkston@williamsfarm.com,https://www.williamsfarmmachinery.com/,"1115 Lansing RoadCharlotte, MI 48813",Sun: closed; Mon: 08:00 AM - 05:30 PM; Tue: 08:00 AM - 05:30 PM; Wed: 08:00 AM - 05:30 PM; Thu: 08:00 AM - 05:30 PM; Fri: 08:00 AM - 05:30 PM; Sat: 08:00 AM - 04:00 PM,https://www.machinerypete.com/store/williams-farm-machinery-charlotte
United Ag & Turf - Union,David Bryant,(207) 785-4464,union@UATNE.COM,https://www.unitedagandturf.com,"1987 Heald HwyUnion, ME 04862",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/united-ag-turf-union
Wright Implement - Shepherdsville,Sales Department,(502) 251-1800,bcecil@wrightimp.com,https://wrightimp.com,"1389 East Blue Lick RoadShepherdsville, KY 40165",Sun: closed; Mon: 08:00 AM - 06:00 PM; Tue: 08:00 AM - 06:00 PM; Wed: 08:00 AM - 06:00 PM; Thu: 08:00 AM - 06:00 PM; Fri: 08:00 AM - 06:00 PM; Sat: 08:00 AM - 02:00 PM,https://www.machinerypete.com/store/wright-implement-shepherdsville
"Sunshine Quality Solutions, LLC - Thibodaux",Perry Falcon & Rooney Hymel,(985) 446-5061,UsedSales@SunEquip.com,http://www.sunequip.com/,"1524 Ridgefield Rd.Thibodaux, LA 70301",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/sunshine-quality-solutions-llc-thibodaux
Yost Farm Supply - St. Francis,Jon Yost,(785) 332-0102,jonyost@st-tel.net,http://www.yostfarmsupply.com,"East Hwy 36St. Francis, KS 67735",Sun: closed - ; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/yost-farm-supply-st-francis
"Sunshine Quality Solutions, LLC - Welsh",Bennet Hebert & Brent Broussard,(337) 734-3337,UsedSales@SunEquip.com,http://www.sunequip.com/,"102 N AdamsWelsh, LA 70591",Sun: closed - closed; Mon: 07:00 AM - 05:00 PM; Tue: 07:00 AM - 05:00 PM; Wed: 07:00 AM - 05:00 PM; Thu: 07:00 AM - 05:00 PM; Fri: 07:00 AM - 05:00 PM; Sat: closed - closed,https://www.machinerypete.com/store/sunshine-quality-solutions-llc-welsh
Western Iowa Equipment - Correctionville,Sales,(712) 225-7762,westerniowa.sales@gmail.com,https://www.westerniowaequipment.com,"1022 Fir StCorrectionville , IA 51016",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/western-iowa-equipment-correctionville
Western Iowa Equipment - Pomeroy,Sales,(712) 225-7636,westerniowa.sales@gmail.com,https://www.westerniowaequipment.com,"507 South East StreetPomeroy , IA 50575",Sun: closed - closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/western-iowa-equipment-pomeroy
Weisberg Implement & Supply - Webster City,Sales Department,(515) 517-2935,larry@weisbergimp.com,http://www.weisbergimplement.com/default.htm,"510 Des Moines StreetWebster City, IA 50595",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 09:00 AM - 12:00 PM,https://www.machinerypete.com/store/weisberg-implement-supply-webster-city
Vetter Equipment - Onawa,Sales Department,(855) 997-3344,sales@vetterequip.com,http://www.vetterequip.com,"2310 Iowa Ave.Onawa, IA 51040",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-onawa
Vetter Equipment - Nevada,Sales Department,(855) 679-1201,sales@vetterequip.com,http://www.vetterequip.com,"23941 590th Ave.Nevada, IA 50201",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-nevada
Vetter Equipment - Mount Ayr,Sales Department,(844) 686-0731,sales@vetterequip.com,http://www.vetterequip.com,"1703 W South St.Mount Ayr, IA 50854",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-mount-ayr
Vetter Equipment - Storm Lake,Sales Department,(833) 661-1269,sales@vetterequip.com,http://www.vetterequip.com,"135 Prairie Rd.Storm Lake, IA 50588",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-storm-lake
Vetter Equipment - Shenandoah,Sales Department,(844) 689-0405,sales@vetterequip.com,http://www.vetterequip.com,"1308 West Ferguson RoadShenandoah, IA 51601",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-shenandoah
Vetter Equipment - Ida Grove,Sales Department,(833) 652-1424,sales@vetterequip.com,http://www.vetterequip.com,"2552 Landmark Ave.Ida Grove, IA 51445",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-ida-grove
Vetter Equipment - Missouri Valley,Dean Buseman,(844) 686-0672,jfoulk@vetterequip.com,https://www.vetterequip.com/default.htm,"1907 Us-30 Missouri Valley , IA 51555",Sun: closed; Mon: 08:00 AM - 05:30 PM; Tue: 08:00 AM - 05:30 PM; Wed: 08:00 AM - 05:30 PM; Thu: 08:00 AM - 05:30 PM; Fri: 08:00 AM - 05:30 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-missouri-valley
Vetter Equipment - Corydon,Sales Department,(844) 686-0683,sales@vetterequip.com,http://www.vetterequip.com,"2503 Hwy. 2 ECorydon, IA 50060",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-corydon
Vetter Equipment - Denison,Sales Department,(855) 684-0899,sales@vetterequip.com,http://www.vetterequip.com,"610 14th Ave. SDenison, IA 51442",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-denison
Vetter Equipment - Clarinda,Sales Department,(844) 685-0156,sales@vetterequip.com,http://www.vetterequip.com,"1020 S 12th St.Clarinda, IA 51632",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-clarinda
Van Wall Equipment - Woodbine,Jay Adamson,(712) 217-3983,Mark.See@vanwall.com,https://vanwall.com,"72 Bus Brown Dr.Woodbine, IA 51579",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/van-wall-equipment-woodbine
Vetter Equipment - Audubon,Sales Department,(844) 686-0768,sales@vetterequip.com,http://www.vetterequip.com,"1871 Hwy. 71 NAudubon, IA 50025",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-audubon
Vetter Equipment - Indianola,Sales Department,(855) 684-0924,sales@vetterequip.com,http://www.vetterequip.com,"9983 Hwy. 92Indianola, IA 50125",Sun: closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/vetter-equipment-indianola
Van Wall Equipment - Sac City,Sales Department,(515) 375-0725,Mark.See@vanwall.com,http://www.vanwall.com/,"Highway 20 EastSac City, IA 50583",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/van-wall-equipment-sac-city
Van Wall Equipment - Urbandale,Sales Department,(515) 368-9737,Mark.See@vanwall.com,www.vanwall.com,"10100 Dennis DriveUrbandale, IA 50322",Sun: closed - closed; Mon: 08:00 AM - 05:30 PM; Tue: 08:00 AM - 05:30 PM; Wed: 08:00 AM - 05:30 PM; Thu: 08:00 AM - 05:30 PM; Fri: 08:00 AM - 05:30 PM; Sat: 08:00 AM - 02:00 PM,https://www.machinerypete.com/store/van-wall-equipment-urbandale
Van Wall Equipment - Perry,Sales Department,(515) 461-6598,Mark.See@vanwall.com,http://www.vanwall.com/,"22728 141st DrivePerry, IA 50220",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 08:00 AM - 02:00 PM,https://www.machinerypete.com/store/van-wall-equipment-perry
Van Wall Equipment  - Toledo,Sales Department,(515) 461-6487,Mark.See@vanwall.com,http://www.vanwall.com/,"1962 Highway E29Toledo, IA 52342",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 03:00 PM,https://www.machinerypete.com/store/van-wall-equipment-toledo
Van Wall Equipment - Oskaloosa,Sales Department,(515) 461-6637,Mark.See@vanwall.com,http://www.vanwall.com/,"1402 South 17th St.Oskaloosa, IA 52577",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/van-wall-equipment-oskaloosa
Van Wall Equipment - Story City,Sales Department,(515) 996-4495,Mark.See@vanwall.com,http://www.vanwall.com/,"455 West Broad St.Story City, IA 50248",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/van-wall-equipment-story-city
Van Wall Equipment - Missouri Valley,Jay Adamson,(712) 217-0994,Mark.See@vanwall.com,https://vanwall.com/,"3151 Jopine PlaceMissouri Valley, IA 51555",Sun: closed; Mon: 08:00 AM - 05:00 PM; Tue: 08:00 AM - 05:00 PM; Wed: 08:00 AM - 05:00 PM; Thu: 08:00 AM - 05:00 PM; Fri: 08:00 AM - 05:00 PM; Sat: 08:00 AM - 12:00 PM,https://www.machinerypete.com/store/van-wall-equipment-missouri-valley
Van Wall Equipment - Nevada,Sales Department,(515) 461-6716,Mark.See@vanwall.com,http://www.vanwall.com/,"1468 West A AvenueNevada, IA 50201",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 01:00 PM,https://www.machinerypete.com/store/van-wall-equipment-nevada
Van Wall Equipment - Madrid,Sales Department,(515) 996-4420,Mark.See@vanwall.com,http://www.vanwall.com/,"1872 330th StreetMadrid, IA 50156",Sun: closed - closed; Mon: 07:30 AM - 05:00 PM; Tue: 07:30 AM - 05:00 PM; Wed: 07:30 AM - 05:00 PM; Thu: 07:30 AM - 05:00 PM; Fri: 07:30 AM - 05:00 PM; Sat: 07:30 AM - 12:00 PM,https://www.machinerypete.com/store/van-wall-equipment-madrid
Van Wall Equipment - Iowa Falls,Sales Department,(641) 329-0408,Mark.See@vanwall.com,http://www.vanwall.com,"14460 Highway 65Iowa Falls, IA 50126",Sun: closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 AM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 04:00 PM,https://www.machinerypete.com/store/van-wall-equipment-iowa-falls
Van Wall Equipment  - Marshalltown,Sales Department,(515) 461-6639,Mark.See@vanwall.com,http://www.vanwall.com/,"3006 S Center St.Marshalltown, IA 50158",Sun: closed - closed; Mon: 07:30 AM - 05:30 PM; Tue: 07:30 AM - 05:30 PM; Wed: 07:30 AM - 05:30 PM; Thu: 07:30 AM - 05:30 PM; Fri: 07:30 AM - 05:30 PM; Sat: 07:30 AM - 03:00 PM,https://www.machinerypete.com/store/van-wall-equipment-marshalltown
